RefSeq ID,Gene symbol,hsa-miR-16-5p,hsa-miR-106b-5p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-215-5p,hsa-let-7c-5p,hsa-miR-103a-3p
NM_053024,PFN2,-0.038,-0.456,0.243,-0.299,-0.292,-0.196,0.098
NM_053035,MRPS33,0.013,0.028,0.064,0.075,0.18,0.11,0.041
NM_053041,COMMD7,0.196,0.005,-0.414,0.017,-0.24,0.156,0.15
NM_053043,RBM33,0.234,0,-0.034,0.146,0.122,0.159,0.031
NM_053049,UCN3,-0.089,-0.073,0.016,-0.092,0.256,-0.082,0.001
NM_053050,MRPL53,0.081,-0.036,0.021,-0.14,-0.28,0.06,0.03
NM_053051,CNTROB,-0.09,-0.054,-0.135,-0.011,0.227,0.015,0.038
NM_053052,SNAP47,-0.16,0.158,0.085,-0.092,0.123,0.079,0.026
NM_053053,TADA1L,0.078,0.074,-0.917,0.081,0.007,0.1,-0.034
NM_053055,THEM4,0.021,0.043,0.134,0.224,0.226,-0.029,0.231
NM_053056,CCND1,-0.424,-0.402,0.027,-0.027,0.332,-0.555,0.079
NM_053067,UBQLN1,-0.2,-0.025,-0.111,0.002,0.03,-0.019,0.145
NM_053274,GLMN,-0.018,0.009,-0.205,0.121,0.091,-0.259,0.192
NM_054013,MGAT4B,0.311,-0.011,-0.012,-0.172,-0.047,-0.031,-0.362
NM_054026,CNOT7,-0.144,0.051,-0.17,0.076,0.047,0.126,0.25
NM_054027,ANKH,0.431,-0.425,0.194,0.063,-0.366,0.046,N/A
NM_054033,FKBP1B,-0.392,0.172,0.099,-0.003,0.112,-0.192,0.227
NM_054035,UNC119,-0.002,0.075,0.058,-0.047,-0.03,0.007,0.197
NM_057088,KRT3,-0.063,0.017,0.008,-0.023,0.126,-0.024,0.025
NM_057160,ARTN,-0.506,0.118,-0.039,-0.068,0.735,0.223,-0.046
NM_057161,KLHDC3,-0.17,0.199,0.08,0.187,0.304,-0.145,0.096
NM_057182,CCNE1,-0.855,0.334,-0.533,0.085,-0.599,0.702,-1.217
NM_057749,CCNE2,0.038,-0.188,-0.17,0.056,-0.616,-0.047,-0.769
NM_058163,TSR2,-0.095,0.186,0.007,0.124,0.016,0.055,-0.19
NM_058164,OLFM2,-0.26,-0.029,-0.075,-0.029,-0.107,N/A,0.525
NM_058166,TRIM6,0.068,N/A,-0.362,-0.682,0.306,-0.415,-0.342
NM_058169,LOH12CR1,-0.031,0.045,0.042,0.263,-0.107,0.219,0.045
NM_058172,ANTXR2,-0.049,-0.031,0.079,-0.22,-0.103,0.301,0.016
NM_058187,C21ORF63,0.135,-0.11,0.132,-0.137,0,-0.078,-0.008
NM_058190,C21ORF70,-0.155,0.059,-0.031,-0.295,0.132,0.18,-0.001
NM_058192,RPUSD1,-0.433,0.24,0.301,-0.169,0.027,0.015,-0.345
NM_058222,TECTB,0.108,-0.148,-0.039,-0.089,-0.044,N/A,-0.016
NM_058229,FBXO32,0.648,0.254,-0.164,N/A,0.471,0.428,N/A
NM_058230,ZNF354B,0.023,0.094,N/A,N/A,-0.043,0.295,-0.023
NM_058243,BRD4,-0.146,-0.11,-0.09,-0.035,0.113,N/A,0.087
NM_058246,DNAJB6,0.096,0.276,-0.098,-0.004,0.25,0.332,-0.24
NM_078468,BCCIP,-0.022,-0.037,0.239,0.101,-0.11,0.038,0.086
NM_078470,COX15,-0.042,0.065,-0.056,0.178,-0.109,0.004,0.082
NM_078476,BTN2A1,0.027,0.057,-0.101,-0.214,0.316,-0.266,-0.077
NM_078480,PUF60,-0.029,0.06,-0.063,-0.261,-0.076,-0.055,-0.073
NM_078481,CD97,0.01,-0.067,-0.286,-0.209,0.123,-0.11,-0.2
NM_078483,SLC36A1,N/A,N/A,-0.026,0.039,0.189,0.016,0.018
NM_078626,CDKN2C,-0.172,-0.035,-0.294,0.134,-0.257,0.164,-0.018
NM_078629,MSL3,N/A,-0.043,-0.05,0.263,N/A,N/A,0.104
NM_079834,SCAMP4,-0.376,0.09,0.142,-0.049,-0.058,0.191,0.09
NM_079837,BANP,0.179,-0.109,0.026,0.005,-0.013,-0.144,-0.124
NM_080388,S100A16,0.061,-0.013,-0.128,-0.243,0.122,0.103,0.042
NM_080392,PTP4A2,0.07,0.218,-0.011,0.055,-0.136,-0.154,0.314
NM_080414,VPS16,-0.029,-0.048,0.055,-0.053,0.136,0.118,-0.002
NM_080422,PTPN2,0.006,0.223,-0.242,0.109,0.198,0.176,0.028
NM_080429,AQP10,N/A,-0.041,-0.169,-0.019,-0.004,-0.002,0.082
NM_080473,GATA5,-0.124,-0.016,0.184,-0.161,0.089,-0.004,0.042
NM_080476,PIGU,0.205,-0.022,0.041,N/A,N/A,-0.386,-0.218
NM_080546,SLC44A1,-0.006,0.012,0.105,0.201,-0.141,0.053,-0.257
NM_080594,RNPS1,-0.181,0.088,N/A,N/A,N/A,-0.109,-0.211
NM_080599,UPF2,0.017,0.041,0.044,0.154,0.214,0.028,-0.297
NM_080600,MAG,0.013,-0.072,0.054,-0.054,0.078,-0.08,0.016
NM_080604,TJAP1,0.047,-0.063,0.04,-0.076,0.266,-0.127,-0.274
NM_080614,WFDC3,-0.068,-0.038,0.105,0.054,0.304,0.248,-0.001
NM_080621,SAMD10,N/A,0.016,0.146,-0.166,-0.004,0.051,0.029
NM_080626,BRI3BP,N/A,N/A,-0.655,0.172,-0.222,N/A,0.138
NM_080631,VPS41,-0.142,0.099,-0.02,0.21,0.08,0.165,0.154
NM_080632,UPF3B,-0.221,0.139,-0.152,0.122,0.221,0.146,0.15
NM_080645,COL12A1,0.113,-0.139,-0.097,0.185,0.321,0.119,-0.348
NM_080647,TBX1,N/A,N/A,-0.177,0.282,0.104,0.145,N/A
NM_080651,MED30,0.22,0.119,-0.007,0.166,-0.195,0.114,-0.15
NM_080652,TMEM41A,0.009,0.307,0.28,-0.226,0.129,-0.426,-0.461
NM_080653,ATP6V1E2,0.4,-0.041,-0.011,0.643,-0.095,0.062,-0.188
NM_080655,C9ORF30,-0.032,-0.061,0.012,0.109,0.024,0.007,-0.118
NM_080656,CDKN2AIPNL,-0.362,0.094,0.118,-0.118,0.049,-0.013,0.139
NM_080662,PEX11G,0.443,-0.191,0.098,0.092,0.055,0.153,N/A
NM_080664,C14ORF126,-0.299,-0.043,0.307,0.303,0.009,0.119,0.326
NM_080667,CCDC104,0.039,-0.076,0.212,0.316,0.08,-0.077,0.114
NM_080668,CDCA5,-0.58,0.149,0.185,0.198,-0.153,0.125,-0.182
NM_080670,SLC35A4,-0.735,0.089,0.305,0.209,0.412,-0.33,-0.325
NM_080677,DYNLL2,-0.051,-0.03,-0.194,-0.543,-0.64,-0.015,-0.048
NM_080678,UBE2F,-0.069,0.308,0.413,0.162,-0.073,0.216,0.091
NM_080685,PTPN13,0.183,-0.005,-0.044,-0.09,0.033,-0.02,0.193
NM_080718,TBX5,0.078,-0.052,-0.052,-0.152,0.032,-0.044,-0.078
NM_080722,ADAMTS14,-0.114,0.084,-0.002,-0.085,0.246,-0.066,0.034
NM_080725,SRXN1,-0.288,-0.362,0.504,-0.019,-0.121,-0.203,-0.345
NM_080732,EGLN2,-0.159,0.161,0.023,0.039,0.302,-0.289,-0.411
NM_080737,SYTL4,0.05,-0.395,0.127,0.152,-0.077,0.121,-0.009
NM_080738,EDARADD,-0.164,-0.03,0.053,-0.17,0.031,-0.075,0.003
NM_080739,C20ORF141,-0.339,0.122,0.083,-0.063,0.223,0.1,0.084
NM_080744,SRCRB4D,-0.037,N/A,0.069,-0.154,0.035,-0.034,N/A
NM_080747,KRT72,N/A,0.012,N/A,-0.091,0.08,N/A,0.067
NM_080748,ROMO1,-0.127,0.039,0.07,0.071,0.168,0.022,0.172
NM_080752,ZSWIM3,-0.469,-0.203,0.015,0.071,-0.302,0.311,N/A
NM_080764,ZNF280B,-0.133,-0.117,N/A,N/A,0.013,0,N/A
NM_080792,SIRPA,-0.207,-0.329,0.113,-0.128,-0.272,0.194,0.186
NM_080794,MRPL39,-0.087,0.132,-0.211,0.057,0.085,0.079,0.013
NM_080801,COL13A1,0.332,-0.471,-0.189,-0.449,-0.267,0.617,0.126
NM_080820,DTD1,0.078,-0.064,-0.004,-0.161,0.06,-0.048,0.08
NM_080821,C20ORF108,0.788,-0.225,0.297,0.337,0.311,0.313,-0.407
NM_080825,C20ORF144,-0.444,0.258,0.048,-0.14,0.46,0.128,0.128
NM_080831,DEFB129,-0.048,-0.18,-0.025,-0.03,0.042,-0.022,N/A
NM_080841,PTPRA,-0.024,-0.13,0.102,-0.003,-0.201,0.039,0.134
NM_080860,RSPH1,0.748,-0.241,0.209,0.108,-0.017,-0.05,N/A
NM_080863,ASB16,-0.042,0.012,0.012,-0.064,0.181,-0.049,0.045
NM_080875,MIB2,-0.042,0.017,0.066,-0.252,0.028,0.072,0.085
NM_080877,SLC34A3,-0.016,-0.055,0.005,0.02,0.175,-0.034,0.011
NM_080879,RAB40A,0.084,-0.001,N/A,N/A,N/A,0.059,0.026
NM_080881,DBN1,0.372,0.106,-0.031,-0.449,-0.161,0.094,-0.171
NM_080918,DGUOK,0.016,-0.06,0.093,0.229,0.035,-0.017,0.154
NM_101395,DYRK1A,-0.162,-0.011,-0.228,0.228,-0.264,-0.009,-0.039
NM_130392,PTPRD,-0.107,-0.05,-0.021,-0.127,0.028,0.003,-0.012
NM_130395,WRNIP1,0.12,-0.003,0.057,0.176,-0.269,0.088,0.098
NM_130443,DPP3,0.053,-0.094,0.196,-0.042,0.004,-0.175,0.017
NM_130445,COL18A1,0.147,-0.085,0.091,-0.248,0.077,-0.069,-0.083
NM_130466,UBE3B,-0.186,-0.126,0.44,0.365,0.04,-0.002,0.244
NM_130475,MADD,-0.255,-0.081,0.056,0.232,0.12,0.127,0.039
NM_130760,MADCAM1,-0.029,-0.017,-0.01,-0.09,0.079,0.004,0.022
NM_130781,RAB24,0.044,-0.008,-0.105,-0.045,-0.236,-0.032,0.171
NM_130783,TSPAN18,-0.081,0.178,0.57,-0.171,0.209,-0.278,0.247
NM_130787,AP2A1,0.039,-0.181,-0.06,-0.029,0.051,-0.082,0.047
NM_130791,WWOX,0.006,0.104,0.246,-0.052,-0.149,0.483,0.034
NM_130798,SNAP23,0.705,0.741,-0.17,0.263,0.192,-0.461,-0.224
NM_130804,MEN1,0.033,-0.108,-0.105,0.131,0.114,0.08,0.109
NM_130809,PRRC1,0.192,0.065,-0.04,0.173,-0.034,0.091,0.085
NM_130811,SNAP25,-0.232,0.035,0.089,-0.018,-0.124,0.102,0.253
NM_130837,OPA1,0.113,0.012,-0.003,-0.098,-0.501,0.012,0.146
NM_130843,PTPRN2,-0.001,0.153,0.041,-0.022,-0.215,0.327,N/A
NM_130851,BMP4,0.064,0.655,0.473,0.094,0.302,-0.018,-0.115
NM_130855,PTPRS,-0.242,-0.069,0.029,-0.194,0.05,0.104,0.23
NM_130898,CREB3L4,0.233,-0.069,-0.087,0.123,-0.223,-0.207,-0.187
NM_133174,APBB3,-0.048,-0.155,-0.102,0.193,0.318,0.004,0.039
NM_133178,PTPRU,0.001,0.014,0.029,0.065,0.083,-0.21,N/A
NM_133259,LRPPRC,-0.422,0.099,-0.272,0.208,0.318,-0.054,-0.003
NM_133261,GIPC3,-0.14,-0.056,0.151,-0.238,-0.049,0.017,0.102
NM_133264,WIPF2,0.114,-0.159,0.142,0.339,0.012,-0.083,0.022
NM_133325,PHF10,0.128,0.089,-0.136,-0.005,-0.283,-0.055,0.072
NM_133328,DEDD2,-0.082,0.063,-0.113,0.217,0.207,0.099,0.091
NM_133334,WHSC1,-0.271,-0.17,-0.172,-0.228,-0.392,-0.066,-0.158
NM_133368,RSPRY1,0.078,-0.027,-0.338,-0.278,0.436,-0.281,0.062
NM_133369,UNC5A,N/A,-0.16,0.626,-0.009,N/A,-0.051,N/A
NM_133374,ZNF618,0.22,-0.016,-0.201,-0.046,-0.184,-0.137,0.206
NM_133375,DIS3L,0.042,-0.01,0.042,-0.124,-0.618,0.07,0.099
NM_133439,TADA2L,N/A,N/A,0.033,-0.031,N/A,-0.054,-0.479
NM_133450,ANKS3,0.015,-0.032,0.216,-0.059,0.183,0.091,0.032
NM_133452,RAVER1,-0.131,-0.017,-0.028,-0.056,0.116,0.034,0.064
NM_133455,EMID1,0.057,0.076,0.22,-0.108,0.008,-0.056,N/A
NM_133474,ZNF721,0.091,0.2,0.121,0.028,-0.182,0.093,0.058
NM_133482,RAD50,-0.079,0.076,0.194,0.128,-0.055,0.033,0.262
NM_133484,TANK,-0.071,0.162,0.025,0.177,0.016,0.172,N/A
NM_133489,SLC26A10,-0.045,N/A,-0.007,-0.094,-0.015,N/A,N/A
NM_133491,SAT2,0.044,0.075,-0.186,0.02,0.246,0.093,0.011
NM_133493,CD109,0.163,-0.218,-0.181,-0.012,-0.011,-0.012,0.029
NM_133494,NEK7,0.134,-0.116,0.01,-0.016,0.11,-0.062,-0.24
NM_133499,SYN1,-0.218,-0.02,0.002,-0.175,0.159,-0.035,0.23
NM_133509,RAD51L1,-0.114,-0.041,0.008,0.006,0.195,-0.132,0.085
NM_133646,ZAK,0.155,-0.088,-0.253,0.15,-0.491,0.068,0.033
NM_134268,CYGB,-0.257,0.057,0.021,-0.048,0.164,0.047,N/A
NM_134269,SMTN,N/A,N/A,-0.205,-0.123,0.012,0.038,-0.082
NM_134421,HPCAL1,0.011,-0.065,0.175,-0.19,-0.315,0.275,0.029
NM_134424,RAD52,0.173,-0.065,-0.003,0.187,0.066,0.025,-0.015
NM_134433,RFX2,-0.152,0.013,-0.162,-0.31,0.016,-0.126,0.064
NM_134440,RFXANK,-0.064,0.242,0.242,-0.14,0.037,0.01,0.193
NM_138281,DLX4,0.169,0.093,-0.037,N/A,0.53,-0.116,N/A
NM_138285,NUP35,-0.139,-0.48,-0.345,0.146,-0.078,-0.187,0.102
NM_138287,DTX3L,0.128,-0.369,0.274,-0.035,0.466,-0.014,N/A
NM_138288,C14ORF147,0.117,0.189,-0.28,-0.508,-0.165,-0.125,0.131
NM_138297,MUC4,0.289,0.055,-0.005,-0.145,0.079,-0.088,N/A
NM_138300,PYGO2,-0.338,-0.01,0.153,0.157,0.186,-0.173,0.191
NM_138316,PANK1,-0.21,0.485,0.427,0.493,0.288,0.465,0.418
NM_138328,RHBDL3,-0.239,0.037,0.207,-0.187,-0.638,0.267,N/A
NM_138335,GNPDA2,0.111,-0.768,0.09,0.286,-0.068,0.114,0.068
NM_138340,ABHD3,0.032,-0.079,0.105,0.014,0.022,-0.106,0.011
NM_138341,TMEM116,0.015,0.039,0.259,0.344,-0.235,0.11,0.19
NM_138346,KIAA2013,-0.281,0.12,0.314,0.019,0.224,0.107,-0.027
NM_138347,ZNF551,N/A,N/A,0.172,0.004,-0.112,N/A,-0.382
NM_138348,FAM105B,-0.038,0.191,0.209,-0.096,-0.185,0.048,N/A
NM_138349,TP53I13,-0.086,0.039,0.017,0.016,-0.266,0.172,0.069
NM_138350,THAP3,-0.062,-0.116,-0.035,-0.031,-0.013,0.081,0.08
NM_138357,CCDC109A,-0.501,-0.062,-0.001,0.051,-0.01,0.044,0.004
NM_138358,C19ORF52,-0.142,0.089,0.285,-0.037,0.012,-0.033,-0.04
NM_138360,LRRC16B,-0.005,-0.121,-0.007,-0.085,0.053,-0.009,0.034
NM_138363,CCDC45,0.032,0.014,0.002,0.08,0.146,-0.08,-0.014
NM_138364,LOC90826,0.099,-0.034,0.091,0.132,-0.091,0.066,0
NM_138367,ZNF251,0.118,0.151,0.201,-0.326,0.069,0.007,-0.051
NM_138376,TTC5,0.175,-0.01,-0.232,-0.358,0.086,-0.048,-0.131
NM_138381,OXNAD1,-0.076,0.084,0.04,0.146,0.147,0.198,-0.03
NM_138385,TMEM129,0.049,-0.145,0.218,0.267,-0.001,0.196,0.348
NM_138386,NAF1,-0.052,0.005,-0.284,0.282,0.09,-0.041,0.033
NM_138387,G6PC3,0.08,-0.022,-0.012,0.125,-0.03,0.122,0.185
NM_138391,TMEM183A,-0.231,0.162,-0.06,0.158,0.144,0.298,0.229
NM_138392,SHKBP1,0.009,-0.04,-0.125,-0.002,0.134,-0.13,0.028
NM_138393,REEP6,0.141,0.045,0.169,-0.245,-0.053,-0.052,0.238
NM_138396,9-Mar,-0.11,-0.017,0.174,0.126,0.039,-0.055,-0.011
NM_138400,NOM1,-0.05,-0.004,-0.156,0.039,0.102,0.228,-0.059
NM_138401,FAM125A,-0.006,-0.056,0.004,-0.177,-0.143,0.093,0.113
NM_138408,GTF3C6,0.168,0,-0.058,-0.256,0.217,0.146,-0.575
NM_138409,MRAP2,0.069,-0.027,0.095,-0.235,-0.289,-0.076,0.131
NM_138410,CMTM7,0.145,-0.087,0.041,-0.126,-0.067,-0.032,0.226
NM_138412,RDH13,-0.185,0.137,0.387,-0.098,-0.016,0.008,-0.05
NM_138414,CCDC101,0.046,0.107,0.144,-0.042,-0.028,0.24,-0.063
NM_138419,FAM54A,-0.045,0.087,0.158,0.331,-0.195,-0.201,-0.13
NM_138421,SAAL1,-0.186,-0.02,-0.3,0.102,-0.015,0.17,0.111
NM_138424,KIF12,0.31,0.03,0.443,-0.405,-0.059,0.211,N/A
NM_138425,C12ORF57,0.102,-0.05,-0.343,-0.129,-0.069,-0.044,0.024
NM_138431,MFSD3,-0.53,0.09,0.327,-0.332,0.365,-0.015,0.37
NM_138432,SDSL,0.299,0.001,0.271,0.009,-0.068,-0.231,-0.003
NM_138440,VASN,0.25,0.084,-0.302,-0.156,-0.062,0.137,N/A
NM_138443,CCDC5,-0.094,-0.059,-0.058,0.17,-0.09,-0.113,0.113
NM_138446,C7ORF30,-0.171,0.085,0.147,-0.094,0.05,0.024,0.151
NM_138447,ZNF689,-0.256,0.257,0.013,0.156,-0.122,-0.347,-0.336
NM_138448,ACYP2,0.082,-0.051,0.126,0.106,-0.127,0.327,0.18
NM_138455,CTHRC1,0.195,-0.08,-0.036,0.33,-0.433,-0.108,0.387
NM_138456,BATF2,N/A,N/A,0.053,0.279,0.367,0.404,N/A
NM_138459,NUS1,-0.047,0.107,0.024,-0.065,-0.316,-0.058,0.21
NM_138461,TM4SF19,-0.056,0.009,0.159,-0.133,0.104,-0.141,-0.132
NM_138462,ZMYND19,-0.086,0.094,0.251,-0.162,0.045,0.075,-0.069
NM_138463,TLCD1,-0.081,0.017,-0.052,-0.043,0.159,-0.575,0.268
NM_138465,GLI4,-0.041,-0.056,0.214,-0.109,0.138,0.043,0.01
NM_138476,MDP-1,0,0.146,-0.161,0.016,0.163,-0.059,0.095
NM_138485,GTPBP8,0.161,0.153,-0.168,0.058,-0.063,0.192,-0.281
NM_138494,ZNF655,0.213,0.146,-0.137,-0.213,0.321,-0.166,-0.087
NM_138501,GPSN2,-0.133,0.045,0.016,0.098,0.154,0.066,0.071
NM_138555,KIF23,-0.343,-0.583,-0.179,-0.009,-0.353,-0.055,-0.277
NM_138567,SYT8,-0.047,-0.071,0.013,-0.095,0.138,-0.082,0.046
NM_138570,SLC38A10,-0.207,-0.015,-0.042,-0.035,0.111,0.004,0.208
NM_138571,HINT3,-0.275,-0.062,-0.142,0.054,-0.034,0.083,-0.433
NM_138575,PGAM5,0.042,0.098,0.241,-0.057,0.008,0.086,-0.484
NM_138576,BCL11B,0.134,0.007,0.009,-0.444,0.022,0.318,N/A
NM_138578,BCL2L1,-0.109,0.099,0.124,0.001,0.286,-0.123,0.124
NM_138609,H2AFY,0.083,0.111,-0.163,-0.014,0.023,0.047,0.018
NM_138612,HAS3,N/A,N/A,0.155,-0.159,0.043,-0.126,N/A
NM_138615,DHX30,-0.044,0.008,-0.094,-0.083,0.086,0.015,-0.031
NM_138632,TRIOBP,-0.251,-0.066,0.32,-0.278,-0.347,0.145,0.164
NM_138635,H2AFV,0.069,0.205,-0.53,0.021,-0.026,-0.101,-0.211
NM_138639,BCL2L12,-0.551,0.22,0.192,0.166,0.151,-0.028,-0.448
NM_138689,PPP1R14B,-0.096,-0.073,0.033,-0.163,-0.152,0.081,0.168
NM_138701,C7ORF11,0.15,0.05,0.186,0.449,0.075,0.069,-0.1
NM_138711,PPARG,0.108,0.251,0.473,0.079,-0.314,0.118,0.129
NM_138714,NFAT5,0.323,0.244,-0.394,0.334,0.127,-0.067,-0.074
NM_138720,HIST1H2BD,0.754,-0.201,-0.12,0.11,0.894,-0.031,-0.067
NM_138730,HMGN3,0.152,0.161,-0.287,0.125,0.003,0.115,0.145
NM_138731,MIPOL1,-0.142,0.19,N/A,N/A,-0.202,0.165,N/A
NM_138763,BAX,-0.192,-0.013,-0.245,-0.051,0.492,0.364,0.141
NM_138766,PAM,-0.255,-0.243,0.072,-0.268,0.195,0.084,0.156
NM_138768,MYEOV,-0.417,0.202,0.205,-0.152,0.293,-0.019,-0.415
NM_138769,RHOT2,-0.012,0.005,0.03,-0.056,0.061,0.075,-0.016
NM_138770,CCDC74A,0.234,-0.217,0.015,0.213,-0.363,0.055,0.101
NM_138771,CCDC126,-0.251,0.234,0.085,0.152,0.069,0.305,-0.14
NM_138773,SLC25A46,0.179,0.1,0.051,0.305,0.101,0.023,-0.113
NM_138774,C19ORF22,0.007,0.041,0.067,0.207,0.272,0.096,-0.053
NM_138775,ALKBH8,0.214,-0.104,-0.476,0.118,-0.012,-0.157,-0.142
NM_138778,WDR85,-0.018,0.013,-0.023,-0.155,0.004,0.159,0.062
NM_138779,C13ORF27,-0.039,-0.124,-0.079,0.168,-0.206,0.272,-0.032
NM_138783,ZNF653,0.027,0.029,-0.016,0.012,0.327,-0.056,-0.035
NM_138785,C6ORF72,0.4,-0.303,-0.264,-0.013,-0.639,-0.012,-0.012
NM_138786,TM4SF18,0.13,0.055,0.011,-0.429,-0.311,0.646,0.26
NM_138787,C11ORF74,0.218,0.068,-0.34,0.123,0.205,-0.416,0.077
NM_138790,PLD4,-0.157,0.044,0.04,-0.129,0.22,-0.008,0.056
NM_138792,LEO1,-0.023,0.003,-0.182,-0.075,0.161,-0.061,0.13
NM_138793,CANT1,-0.193,-0.048,0.205,-0.061,-0.012,-0.552,-0.035
NM_138794,LYPLAL1,0.053,0.036,0.041,0.127,-0.017,0.046,0.245
NM_138798,MITD1,0.064,-0.032,-0.167,0.198,-0.011,0.009,0.212
NM_138799,MBOAT2,-0.074,-0.066,-0.215,-0.372,-0.14,-0.04,-0.031
NM_138802,ZFAND2B,0.116,-0.104,0.06,-0.152,-0.061,0.067,-0.205
NM_138804,C2ORF65,0.031,-0.156,0.013,0.005,0.061,-0.124,0.036
NM_138807,C3ORF31,-0.062,0.057,-0.064,0.257,0.24,0.104,0.07
NM_138809,CMBL,0.601,0.137,0.031,-0.413,0.53,0.251,-0.04
NM_138820,HIGD2A,0.002,-0.045,0.032,-0.035,0.217,0.047,0.01
NM_138924,GAMT,-0.037,-0.046,0.121,-0.25,-0.063,-0.135,0.022
NM_138929,DIABLO,-0.416,0.118,-0.016,0.209,0.106,-0.287,0.286
NM_138959,VANGL1,-0.068,-0.48,0.04,0.035,-0.358,-0.275,0.042
NM_138961,ESAM,-0.238,0.026,-0.201,0.134,-0.048,0.092,0.174
NM_138962,MSI2,-0.165,0.121,-0.258,-0.172,0.056,0.128,-0.004
NM_138967,SCAMP5,-0.013,-0.179,0.323,0.047,-0.022,-0.045,-0.01
NM_138973,BACE1,-0.172,0.006,0.357,-0.022,-0.191,0.069,N/A
NM_138992,BACE2,0.063,0.036,0.224,0.073,-0.291,-0.179,0.162
NM_139011,HFE,-0.019,-0.054,-0.01,-0.145,0.076,-0.137,0.046
NM_139015,SPPL3,-0.176,0.079,-0.128,-0.199,0.232,-0.096,0.088
NM_139017,IL31RA,0.122,N/A,0.281,0.28,-0.107,-0.271,N/A
NM_139021,MAPK15,-0.142,0.012,0.05,-0.105,0.096,0.057,0.078
NM_139022,TSPAN32,-0.105,0.022,0.075,-0.142,0.187,0.028,0.006
NM_139026,ADAMTS13,0.25,-0.309,N/A,N/A,0.123,-0.044,N/A
NM_139035,SMARCA1,0.105,0.177,-0.278,-0.057,0.09,-0.155,0.028
NM_139046,MAPK8,0.147,0.346,-0.005,0.033,-0.216,0.267,-0.3
NM_139058,ARX,-0.097,-0.217,N/A,0.217,0.172,N/A,N/A
NM_139062,CSNK1D,0.091,-0.028,-0.078,-0.132,0.29,-0.381,-0.175
NM_139067,SMARCC2,0.115,-0.363,-0.088,-0.17,-0.092,-0.201,0.102
NM_139071,SMARCD1,-0.042,0.152,-0.154,-0.425,0.285,-0.047,0.091
NM_139072,DNER,-0.037,0.038,-0.053,-0.041,0.105,0.397,0.257
NM_139075,TPCN2,-0.278,-0.176,0.05,0.142,0.18,0.232,-0.026
NM_139076,FAM175A,0.16,0.122,-0.01,0.099,N/A,-0.054,0.094
NM_139078,MAPKAPK5,-0.237,0.06,0.076,0.065,0.174,-0.065,0.18
NM_139119,YY1AP1,0.025,-0.014,-0.078,0.07,-0.024,-0.075,0.075
NM_139126,PPIL4,0.093,-0.098,0.054,0.149,0.07,-0.105,0.06
NM_139159,DPP9,-0.151,-0.528,0.153,-0.066,0.169,-0.099,0.013
NM_139160,DEPDC7,0.205,0.095,-0.37,-0.023,-0.155,0.346,-0.105
NM_139161,CRB3,-0.194,-0.014,0.132,0.052,-0.127,-0.128,-0.378
NM_139164,STARD4,0.111,0.014,N/A,0.043,N/A,N/A,-0.315
NM_139169,TRUB1,-0.032,-0.541,-0.161,0.421,-0.054,-0.055,0.311
NM_139177,SLC39A11,0.103,0.052,0.324,0.024,-0.09,-0.093,0.199
NM_139178,ALKBH3,-0.054,0.175,0.122,0.009,-0.047,0.141,-0.055
NM_139201,GIT2,0.345,-0.376,-0.101,0.142,-0.571,0.391,-0.223
NM_139235,NOL6,0.025,0.106,0.099,-0.016,0.231,0.03,-0.264
NM_139242,MTFMT,0.085,-0.107,0.126,0.032,-0.131,-0.004,0.22
NM_139243,ADAD1,0.246,-0.179,0.027,-0.037,-0.037,0.025,N/A
NM_139246,C9ORF97,-0.053,0.048,0.154,N/A,N/A,-0.108,0.011
NM_139248,LIPH,-0.065,-0.287,0.591,0.297,0.238,-0.494,N/A
NM_139265,EHD4,0.167,0.041,-0.032,-0.069,-0.179,-0.011,-0.046
NM_139266,STAT1,0.037,-0.169,-0.156,0.148,-0.005,-0.038,-0.018
NM_139273,CARS,-0.376,0.256,0.045,0.101,0.433,0.118,0.273
NM_139277,KLK7,0.032,-0.39,0.216,-0.491,0.195,0.014,0.348
NM_139280,ORMDL3,-0.116,-0.173,-0.048,-0.191,0.02,0.06,-0.013
NM_139281,WDR36,-0.041,-0.095,-0.066,0.414,-0.084,0.286,-0.197
NM_139283,PPTC7,0.035,0.092,-0.07,-0.116,-0.391,-0.162,0.161
NM_139285,GAS2L2,-0.114,-0.028,N/A,N/A,0.379,-0.024,N/A
NM_139286,CDC26,0.061,0.083,-0.188,0.068,0.07,-0.107,0.087
NM_139312,YME1L1,-0.025,0.026,-0.144,-0.07,0.08,-0.014,0.113
NM_139314,ANGPTL4,0.02,-0.529,-0.143,0.106,-0.285,0.372,N/A
NM_139315,TAF6,-0.022,-0.227,-0.07,0.035,-0.215,0.033,0.038
NM_139321,ATRN,0.231,0.094,0.01,-0.073,-0.137,0.052,0.072
NM_139323,YWHAB,0.236,0.249,0.029,-0.288,-0.019,0.071,N/A
NM_139348,BIN1,-0.233,0.274,-0.103,0.047,-0.003,0.298,0.122
NM_139352,TAF1A,-0.031,0.101,-0.095,0.214,-0.013,0.252,0.17
NM_144507,KLK8,0.051,0.092,0.02,-0.097,0.304,0.053,0.207
NM_144508,CASC5,-0.161,-0.063,-0.291,0.236,-0.072,0.184,0.011
NM_144563,RPIA,0.182,0.178,0.137,-0.158,-0.039,0.106,0.262
